,question,answer,img_id,type
6877,những gì đang phát triển trong một khu vườn bị lùn bởi lá của nó,cây,410934,0
6878,những gì đang cầm một bánh sandwich phô mai nướng,đĩa ăn,549887,0
6879,cái gì và đầu giường với thiết kế nhìn xuyên qua,giường,453328,0
6880,những gì được trang trí đẹp và giữ máy khâu,phòng,526414,0
6881,cái gì còn lại trong hộp khi họ đã đến,donut,377814,0
6882,những gì đỗ tại một ga xe lửa khi hành khách chờ đợi họ,xe lửa,439593,0
6883,những gì mọc lên cao vào bầu trời màu xám,tòa tháp,469824,0
6884,đàn ông mặc đồ đen trắng trong một nhóm người và một người đàn ông mặc những gì,nón,391199,0
6885,thứ gì được phủ bằng xúc xích ô liu và cà chua,pizza,340015,0
6886,cái gì phủ trên kem và dâu tây nằm trên đĩa,món tráng miệng,345941,0
6887,những gì đỗ trên đường băng gần hàng rào,máy bay,443737,0
6888,người chơi bóng chày chuyên nghiệp cầm những gì,gậy,404923,0
6889,ba người trượt tuyết lấy những gì nâng núi lên,bầu trời,434618,0
6890,những gì tràn ngập những người trôi xuống một kênh đào,con thuyền,448849,0
6891,gặm cỏ trong mặt đất với cỏ rải rác,ngựa rằn,539129,0
6892,những gì đang đeo nơ trắng và nhìn vào camera,con mèo,534942,0
6893,người đàn ông cưỡi những gì xuống một bên của một con dốc phủ tuyết,ván trượt,432488,0
6894,những gì nằm trong khoảng trống vào một ngày quang đãng,tòa tháp,477435,0
6895,những gì được giao với nhựa vẫn quấn quanh nó,tủ đá,522108,0
6896,cái gì nằm trên cành cây,con chim,367433,0
6897,những chiếc xe kéo xe dọc theo đường ray lót cây là gì,động cơ,335887,0
6898,những gì đang bay trên bầu trời trên một chiếc ô mở và đóng,diều,382743,0
6899,cái gì nằm trên đầu của nó trên một khúc gỗ lật nghiêng,gấu,378765,0
6900,cái gì đang đậu trước nhà ga,xe tải,478386,0
6901,những gì cất cánh từ một sân bay,máy bay,345988,0
6902,"cái gì đứng trên chỗ khô, nơi nó được bao quanh bởi nước",con chim,480205,0
6903,người đàn ông đang giữ cái gì ở phía trước hàng rào,gậy,351463,0
6904,những gì nằm bên cạnh đồng hồ thu nhỏ,đồng hồ,482487,0
6905,điều gì được trưng bày trên kệ,gấu,535579,0
6906,những gì đỗ trên đường gạch,xe máy,468508,0
6907,hai con voi nuôi nhau làm gì,thân cây,340305,0
6908,nhà hàng đã chuẩn bị gì với một mặt súp và salad vườn,sandwich,519460,0
6909,cô gái giữ cái gì,ván lướt sóng,376667,0
6910,hai phụ nữ trẻ đang ăn gì khi đi xuống vỉa hè,con chó,513567,0
6911,những gì đến dừng lại vào giữa đêm,xe buýt,542079,0
6912,cái gì được kéo sang bên đường,xe buýt,340701,0
6913,những gì đang gặm cỏ trong khi đứng cạnh hàng rào,con ngựa,464633,0
6914,những gì nằm bên cạnh một số đèn đường,tòa nhà,459987,0
6915,tàu con thoi trong không khí cái gì,máy bay,524202,0
6916,những gì đang đứng trong rừng cây,hươu cao cổ,504414,0
6917,những gì bao quanh bởi đá và một bụi cây,vòi,463303,0
6918,những gì ngồi trống rỗng và không được sử dụng trong ngày,phòng bếp,432150,0
6919,cái gì đang ngồi trên cây,con chim,402519,0
6920,những gì đậu trên đá trắng,con chim,497117,0
6921,cái gì đang đi trên đất,con voi,477389,0
6922,người với một hoddie giữ những gì,bàn chải,504621,0
6923,những gì đang bay trên bầu trời mà không có nhiều khoảng cách giữa họ,máy bay,353964,0
6924,có gì bên cạnh một bức tường,nhà vệ sinh,374984,0
6925,khay đựng gì với khoai tây và bánh hạnh nhân,đĩa ăn,549882,0
6926,những gì được bao phủ trong những chiếc túi kiểu dáng khác nhau,băng ghế,532463,0
6927,những gì có các tính năng đồng hồ ở phía trước và bên của nó,tòa tháp,469824,0
6928,những gì đang ngồi bên ngoài trên gờ của một cửa sổ,con mèo,513971,0
6929,những gì đang đi xa bến,con thuyền,428856,0
6930,những gì được bao phủ trong túi nhựa trên một bên đi bộ,xe đẩy,540093,0
6931,những gì được đặt trên giường,laptop,433192,0
6932,những gì bên cạnh một cây cọ,hươu cao cổ,506540,0
6933,có gì trong bức ảnh ở một cánh đồng,con ngựa,371194,0
6934,những gì đang đứng trên một bề mặt gỗ,con chim,452674,0
6935,những gì gặm cỏ trên bụi cây trong một cánh đồng mở,hươu cao cổ,394611,0
6936,những gì đang chăn thả trên cánh đồng trống,con cừu,353695,0
6937,những gì đứng bên lề đường với một dây nịt trên,con ngựa,463522,0
6938,những gì đi bộ trong khu vực có rào chắn bên cạnh gỗ cũ,con voi,402123,0
6939,ga tàu điện ngầm với nhiều người lên và xuống tàu cái gì,xe điện ngầm,518197,0
6940,"những gì chứa đầy sushi, trái cây và rau trên bàn",chén đĩa,516871,0
6941,những gì đang đi với em bé của nó,con voi,518365,0
6942,những gì đông đúc với những người đang di chuyển xuống một kênh đào,con thuyền,448849,0
6943,con chó giữ cái gì trong khi bị trói trên đường phố,móng vuốt,351351,0
6944,những gì nghỉ ngơi trong cốc với các điểm đánh dấu và các công cụ khác,cây kéo,410924,0
6945,cái gì đang ngồi trên bàn trong lớp học,lò vi sóng,349525,0
6946,những gì đang được tải bằng cách sử dụng xe cẩu,xe tải,563926,0
6947,hai con ngựa màu nâu kéo những gì người ngồi bên đường đồng hồ,xe,391829,0
6948,những gì ngồi trên bàn trên cùng,donut,543041,0
6949,những gì bừa bộn với thiết bị và đồ dùng văn phòng và một chiếc ghế,cái bàn,384823,0
6950,cái gì có vẻ làm người chơi quần vợt bị chói mắt,mặt trời,354174,0
6951,cái gì đang đỗ tại bến xe buýt,xe buýt,498274,0
6952,cái gì kéo vào bờ cát trên bờ sông,con thuyền,346377,0
6953,những gì đang đứng trước tường,hươu cao cổ,574402,0
6954,những gì từ từ rơi vào bỏ bê và hư hỏng,nhà ở,544597,0
6955,những gì đi bộ với những chiếc dĩa nhựa gần nước,con chó,546962,0
6956,những gì đang nằm trên lưng anh ấy,con chó,575957,0
6957,cái gì một bồn rửa và một nhà vệ sinh,phòng tắm,447038,0
6958,những gì hiển thị trên bàn gọn gàng bên cạnh giường,trang thiết bị,392476,0
6959,những gì chờ đợi để quay vào một ngã tư,xe ô tô,448078,0
6960,cái gì đang nằm trên cỏ,cái nồi,404738,0
6961,"cái gì được dựng lên trên cánh đồng, nơi đàn cừu đang tụ tập",cái lều,564301,0
6962,những gì đầy bông cải xanh và một cái nĩa lớn,bát,509855,0
6963,có cái gì được cắt trong bồn rửa và trong lọ trong căn bếp màu vàng này,bông hoa,514018,0
6964,người đàn ông mặc quần yếm màu vàng đang cầm cái gì,chuối,558611,0
6965,chiếc xe hơi cổ điển đậu bên cạnh một cái gì lớn bằng kim loại,máy bay,451202,0
6966,cái gì đã dừng lại ở nhà ga giữa những tòa nhà cao tầng,xe điện,346954,0
6967,người phụ nữ giữ lấy gì,điện thoại,510861,0
6968,"những gì đứng đầu với nấm, bông cải xanh, hành tây và phô mai",pizza,549224,0
6969,những gì đỗ trên đường phố với các dấu hiệu dừng đánh giá xung quanh,xe cộ,433904,0
6970,những gì bên cạnh nền tảng,tàu hỏa,537861,0
6971,cái gì trong bồn tắm trong một phòng tắm nhỏ,cái ghế,532126,0
6972,những gì nằm trước một con ngựa vằn khác,ngựa rằn,388721,0
6973,những gì bên cạnh một số gậy của nó,lọ cắm hoa,400847,0
6974,những gì đi lang thang xung quanh cánh đồng cỏ,gấu,346334,0
6975,những gì đang chờ đợi đám đông hành khách,xe buýt,408047,0
6976,những gì treo ngược từ dây,con chim,470032,0
6977,những gì đang giữ một loạt các loại rau và trái cây,chén đĩa,389381,0
6978,những gì chứa đầy croissant với hotdogs ở giữa,cái mâm,538236,0
6979,nam thanh niên mặc quần đùi xanh đánh gì trong trận đấu quần vợt,quả bóng,359356,0
6980,cái gì đang bị cắt bởi một con dao,quả táo,579201,0
6981,cái gì đang đỗ trên đường phố,xe tải,489358,0
6982,cái gì đang nhìn vào người đàn ông chụp ảnh,hươu cao cổ,491481,0
6983,người chơi quần vợt giao cái gì,quả bóng,477010,0
6984,những gì được hiển thị trên khay sáng bóng,bánh,367619,0
6985,những gì sơn với cá giữ hoa bên ngoài cửa sổ,lọ cắm hoa,547601,0
6986,những gì đứng với đầu của nó xuống trong bao vây của nó,ngựa rằn,551559,0
6987,cái gì đang ngồi trên một cái bàn nhỏ,lọ cắm hoa,375078,0
6988,những gì bên cạnh bức tường đá với một cái cây gần,ngựa vằn,386194,0
6989,người đàn ông cưỡi những gì xuống dốc tuyết phủ,trượt tuyết,492968,0
6990,điều gì đến ầm ầm trên đường ray,tàu hỏa,472755,0
6991,những gì được trình bày trên sàn bên cạnh một chiếc vali mở,túi,539419,0
6992,bức ảnh đen trắng này hiển thị gì với bồn rửa và nhà vệ sinh,phòng tắm,436848,0
6993,"những gì bừa bộn với ghế sofa, đồ nội thất và thiết bị",phòng,391269,0
6994,đứa trẻ ăn pizza khi ở trên cái gì,con thuyền,514990,0
6995,những gì đang nằm bên băng ghế,con chó,423036,0
6996,giao lưu trong mô hình ba ba bởi một,ngựa vằn,544071,0
6997,những gì đang ngồi trong một bãi đậu xe bẩn,xe tải,424554,0
6998,cái gì dài hơn cái bánh mì và có pho mát nacho vắt lên nó,con chó,451598,0
6999,cái gì bên cạnh màn hình tivi nhỏ,laptop,373574,0
7000,những gì bị khóa đến một số cửa kim loại,xe đạp,509822,0
7001,những gì bên cạnh những chiếc lá rụng và những cây lớn trơ trụi,băng ghế,383026,0
7002,cái gì đang bị đẩy vào một khối dao,dao,370842,0
7003,cái gì đang đội một cái mũ ngớ ngẩn vậy,con chó,356544,0
7004,những gì đi bộ trên con đường đất được bao quanh bởi đồng bằng cỏ,con voi,540483,0
7005,những gì chứa đầy các vật phẩm có tiêu đề đi ngang trên một bãi biển bên dưới bầu trời đầy nắng,con thuyền,484321,0
7006,những gì được vẽ để trông giống như chiếc xe buýt với một bức tượng kỳ lạ trước nó,con thuyền,480657,0
7007,những gì đậu trên máng xối nhà,con chim,464248,0
7008,đang mua sắm gì khi ngồi trên một chiếc ghế dài màu xanh,túi,532463,0
7009,một chiếc xe mười tám bánh lăn xuống hàng cây thường xanh hướng về một ngọn núi tuyết phủ là gì,xa lộ,348475,0
7010,những gì bên cạnh một đám đông gần một tòa nhà,con voi,513724,0
7011,những gì được trang trí như chiếc phao với một chiếc ô lớn thay cho mái nhà,xe ô tô,520979,0
7012,những gì trên đường phố bên cạnh một tòa nhà với rất nhiều cửa sổ,xe đẩy,434867,0
7013,cầu thủ bóng chày mặc những gì,áo sơ mi,570866,0
7014,những chiếc bánh được trang trí gọi là gì,cupcake,563261,0
7015,những gì được trang trí với gác chuông và một tòa tháp,tòa nhà,358342,0
7016,những gì đang nằm trên gối bên cạnh một điều khiển từ xa,con mèo,566998,0
7017,những gì nằm ở dưới cùng của các bước,đi văng,512223,0
7018,nhà bếp có gì với hai ngọn truy cập sáng bóng bên cạnh một giá treo tường,lò vi sóng,514018,0
7019,người đàn ông đang ăn gì với những thứ rắc bên ngoài,donut,375621,0
7020,đây là một đĩa giữ những gì,sandwich,430056,0
7021,ngủ trên ngọn đồi đá,gấu,432414,0
7022,người đàn ông cưỡi những gì trước một chuyến tàu đi dọc theo đường ray,xe đạp,483108,0
7023,người đàn ông cầm thứ bên cạnh vòi chữa cháy bị đóng băng,chiếc ô,339678,0
7024,cái gì đang băng qua con suối nhỏ trong một trang trại,con ngựa,458168,0
7025,xe đạp đậu trên vỉa hè bị mất bánh trước,xe tay ga,370596,0
7026,những gì được bao phủ trong lá nhôm là nướng trong lò,món ăn,344795,0
7027,những người lướt sóng đang giữ gì trên cát sau khi ra khỏi đại dương,bảng,486834,0
7028,những gì đặt giữa hai bánh xe wagon,cái nồi,549300,0
7029,vàng đã cắt những gì trên đỉnh của mái nhà của tòa nhà,đồng hồ,392228,0
7030,hai người mang theo gì khi đi qua đại dương,ván lướt sóng,383533,0
7031,người đàn ông cưỡi những gì trên mặt đất phủ tuyết,ván trượt,505156,0
7032,những gì nâng cao thân của họ với nhau,con voi,340305,0
7033,trên chảo có lớp vỏ nào với rau,pizza,342933,0
7034,những gì gắn vào bên của một tòa nhà,đồng hồ,551780,0
7035,những gì đang nhìn lên trên một số bụi cây,hươu cao cổ,480842,0
7036,gây gặm cỏ trong cánh đồng rộng lớn,ngựa rằn,417946,0
7037,cái gì bên cạnh ghế trên bãi biển,chiếc ô,576827,0
7038,hai người mặc những gì trong một nhà bếp,mũ,427341,0
7039,cái gì đang ngồi trên bờ đá của nước,con vịt,337035,0
7040,bức tượng màu đen của một con chó với chiếc mũ màu hồng đang cầm cái gì,gấu,492025,0
7041,những gì làm từ bê tông tái chế trên vỉa hè,băng ghế,456884,0
7042,con gì đang đứng trong bãi cỏ,con vịt,578703,0
7043,cái gì neo đậu trên bãi biển,con thuyền,353518,0
7044,cái gì trong chuồng đứng cạnh nhau,con cừu,379584,0
7045,những gì được thể hiện trong sự phân chia đường phố,tòa tháp,366256,0
7046,cái gì đang treo xuống từ một sợi dây này để nhai một sợi dây khác,con vẹt,470032,0
7047,những gì giữ con gấu đen cho bé khi chúng nằm trên mặt đất,gấu,453981,0
7048,những gì được hiển thị với bộ trộn bên cạnh nó,bếp,552610,0
7049,những gì trên cát trên bãi biển,chiếc ô,490337,0
7050,cái gì bên cạnh cây,băng ghế,437514,0
7051,cái gì đang trưng bày những chiếc bánh pizza tự làm với một cái ly bên cạnh nó,đĩa,440123,0
7052,cái gì đang đạt đến đỉnh của cửa sổ nhỏ trong chuồng,con ngựa,432016,0
7053,"con hươu cao cổ thè cái lưỡi dài ra, có lẽ đang nếm",đường sắt,555023,0
7054,những gì lấy ngủ trên giường với một tấm chăn,con chó,401991,0
7055,những người đứng sau một cánh cổng là gì và một số giữ,ván lướt sóng,551906,0
7056,con ngựa trẻ đang gặm tai của một con ngựa khác vì nó là gì,bãi cỏ,502410,0
7057,những gì đang được tải với hành lý hành lý,máy bay,393869,0
7058,trọng tâm của bức tranh này là gì,vòi,528731,0
7059,cánh của cái gì trong một cánh đồng,con chim,515727,0
7060,những gì trên vỉa hè,xe máy,578099,0
7061,con ngỗng với hóa đơn feb ăn gì,bãi cỏ,436551,0
7062,những gì được nuôi cành cây trên sông,con chim,436044,0
7063,người đàn ông đang rót gì vào ly,rượu,343248,0
7064,điều gì đang đối mặt với nhau trên đường ray,xe lửa,478225,0
7065,những gì nằm trong chỗ đậu xe trong bãi đậu xe,xe máy,568611,0
7066,cái gì nằm bên cạnh chiếc bánh pizza đĩa lớn,đĩa ăn,358075,0
7067,bốn người đàn ông sử dụng gì,dao,421955,0
7068,những gì đỗ ở bên đường,xe máy,532671,0
7069,những gì được hiển thị bên cạnh nhau,giường,345068,0
7070,người đàn ông mang theo những gì chạy vào đại dương,ván lướt sóng,401897,0
7071,hai người phụ nữ trong tóc giả đang giữ gì,bánh,479213,0
7072,những gì bao phủ trong ruột bên cạnh một cái bát,dao,546500,0
7073,những gì ngồi trên cánh đồng và nhìn về phía máy ảnh,con cừu,547383,0
7074,những gì bên cạnh hai cuộn giấy vệ sinh và điện thoại,nhà vệ sinh,576080,0
7075,người phụ nữ trẻ đang ăn gì,chuối,526940,0
7076,những gì đang cày đất như một người đàn ông chỉ đạo họ,con ngựa,560880,0
7077,đỗ những gì đang đỗ bên cạnh nền tảng bên dưới một trần nhà,xe lửa,420589,0
7078,những gì có đồng hồ lớn ở hai bên của nó,tòa nhà,489815,0
7079,bức tranh voi con với cái vòi của nó là gì,bức ảnh,490860,0
7080,"những gì đang được kéo trên một đường đua, trước một ngôi nhà",con ngựa,398726,0
7081,những gì ăn từ cột thức ăn cao trong vòng vây của họ,hươu cao cổ,344059,0
7082,những gì được bao phủ trong vàng sáng,đồng hồ,547221,0
7083,những gì đang nhai trên cành dưới tán,hươu cao cổ,526143,0
7084,"những gì đi qua cây cầu, dưới một vòm",xe buýt,420710,0
7085,những gì nghẹt với nhau trong khu vực rừng,ngựa vằn,487534,0
7086,ăn cỏ trong một cánh đồng là gì,ngựa rằn,551602,0
7087,những gì bao phủ trong rau là một nửa ăn,pizza,549224,0
7088,cái gì đang ngồi trên bàn với sách,máy vi tính,435359,0
7089,những gì nằm bên cạnh máy tính trên bàn,laptop,499134,0
7090,những gì đang đi qua trạm,xe ô tô,384503,0
7091,những gì được hiển thị với sự đa dạng của các mặt hàng trên quầy,phòng bếp,384213,0
7092,người đàn ông đang ăn gì trong khi sử dụng máy tính trong áo choàng tắm của mình,donut,412604,0
7093,"những gì chứa đầy những lát cam, quả việt quất và quả mâm xôi",cái lọ,344222,0
7094,hai người đang cưỡi trên một con đường là gì,con ngựa,569767,0
7095,những gì đang ngồi trên đường băng tại một sân bay,máy bay,409052,0
7096,người giữ gì với hai quả táo đỏ gần người đi bộ giữ ô,đĩa ăn,537506,0
7097,cái gì đậu trên cành cây,con chim,337139,0
7098,có hình dạng như thiên nga,khăn,537025,0
7099,những gì du lịch không bị cản trở trong bầu trời rất xanh,máy bay,412019,0
7100,những gì đang được vận chuyển trong xe điện ngầm,xe đạp,570834,0
7101,những gì đang đi về phía bức tường đá,gấu,397518,0
7102,"hình ảnh hiển thị với một bồn rửa hai, nhà vệ sinh và chậu vệ sinh",phòng tắm,540820,0
7103,cái gì đang nhìn qua một hàng rào kim loại lớn,hươu cao cổ,375765,0
7104,những gì được bao phủ trong sô cô la ngồi cạnh một tách cà phê,donut,435037,0
7105,cái gì bị treo bởi những sợi dây buộc vào một cái cột,con thuyền,382850,0
7106,trên bàn chứa đầy các loại trái cây khác nhau,cái lọ,344222,0
7107,những gì có một ván trượt ở tốc độ cao,máy ảnh,498759,0
7108,bánh xe nóng hỗ trợ những gì trong một triển lãm studio,xe ô tô,349344,0
7109,các loại những gì đang ngồi trên một đĩa với một ly sữa trắng,bữa ăn,460494,0
7110,những gì nhai trên đồ chơi trên sàn nhà,con chó,460430,0
7111,có gì đỗ ở phía trước một tòa nhà,xe đạp,435444,0
7112,"cái gì đang bay vậy, cái đằng sau cái kia",máy bay,353964,0
7113,những gì lát trên bề mặt gỗ,quả táo,366493,0
7114,người đàn ông và hai người phụ nữ thả cái gì,diều,517793,0
7115,con ngựa kéo những gì đang đi trên một con phố,xe,495786,0
7116,người đàn ông trong một chiếc áo khoác giữ những gì,chuối,414736,0
7117,cái gì kéo đoàn tàu của nó quanh khúc cua,động cơ,564739,0
7118,người phụ nữ đang ngồi trên một chiếc ghế sofa là gì,bánh,550707,0
7119,cô dâu và chú rể đã cắt cái gì,bánh,350679,0
7120,chiếc bình rất lớn giữ những gì bên ngoài,bông hoa,513280,0
7121,những gì đỗ trên các đường ray bên cạnh một số nền tảng,xe lửa,410951,0
7122,những gì đang đứng cạnh nhau trong một bao vây,ngựa vằn,465095,0
7123,những gì đỗ trong khu vực lưu trữ,xe buýt,448964,0
7124,những gì đang ngồi trong ngưỡng cửa sổ,con mèo,409867,0
7125,những gì đang bay trong không khí trong khi ba người đang xem,diều,494144,0
7126,cái gì đang đứng trên tấm vải trắng trong sân,con voi,335045,0
7127,tất cả những gì trong cánh đồng này,hươu cao cổ,421009,0
7128,cái gì đang đặt vòi của nó trên đầu một người phụ nữ,con voi,572347,0
7129,đoàn tàu nào băng qua cầu vượt và chuyển đường,hàng hoá,344816,0
7130,cầu thủ bóng chày đang đu ở sân nhà là gì,gậy,570866,0
7131,em bé châu á nhỏ ăn gì,cà rốt,462006,0
7132,cái gì phủ kem tươi nằm trên bàn,món tráng miệng,527535,0
7133,bàn tay đeo găng màu tím giữ gì,búi tóc,549780,0
7134,cái gì đang lướt qua vùng nước,con thuyền,499393,0
7135,những gì bên cạnh một bức tường đá,hươu cao cổ,384848,0
7136,đỗ những gì đang đỗ dưới tán,xe tải,545749,0
7137,những gì đang nằm trên mặt đất,hươu cao cổ,442894,0
7138,những gì đang đứng và nằm trên bãi cát,con voi,433374,0
7139,cái gì gần dòng chảy đông đúc,băng ghế,336340,0
7140,con gì đi dọc theo hàng rào trong một khu vực kín,con voi,581726,0
7141,những gì được hiển thị trong bức ảnh này,phòng tắm,485916,0
7142,cái gì đứng trong vũng nước,chiếc ô,347377,0
7143,cái gì đang bị rỉ sét đậu trên cánh đồng bên cạnh những cái cây,xe tải,434723,0
7144,cái gì đã làm lớp phủ sô cô la phủ bằng nến trên đó,bánh,449279,0
7145,những gì đang nằm trên cỏ trong khi một cái khác đứng bên một hàng rào và với đầu phía sau một cái cây,hươu cao cổ,515962,0
7146,chuối và kiwi trong bức ảnh gọi là gì,hoa quả,581781,0
7147,tùy chỉnh được đỗ cùng với các xe máy truyền thống khác,xe máy,422326,0
7148,những gì đang phát triển bởi một hàng rào đường sắt gỗ và một chuyến tàu,bông hoa,493395,0
7149,những gì được trưng bày với vật dụng nha khoa tại hội chợ,xe ô tô,560474,0
7150,những gì đang đi xung quanh cây bút của họ tại sở thú,hươu cao cổ,547858,0
7151,những gì đứng đầu với ba bánh sô cô la,đĩa ăn,453026,0
7152,tàu nào đang kéo vào nhà ga,đường sắt,372087,0
7153,những gì đang đứng gần hàng rào kim loại,con bò,511349,0
7154,những gì được bao quanh bởi cỏ và ghế,hồ bơi,369982,0
7155,những gì đứng ở rìa của một số cây,hươu cao cổ,392933,0
7156,những gì chứa một tai ngô và một món salad mì ống với rau và trứng,đĩa ăn,566502,0
7157,những gì các cặp vợ chồng cưỡi trên đường,xe máy,503790,0
7158,bơi những gì được bao quanh bởi ghế dài và ô với rừng trong nền,hồ bơi,369982,0
7159,con gấu hoặc một số loại động vật lớn đang nắm chặt là gì,cây,347529,0
7160,những gì đang quay trên đường tại ngã tư thành phố,xe buýt,413339,0
7161,người đang giữ gì bên ngoài,điện thoại,493424,0
7162,những gì kéo dài theo dưới đường dây điện,tàu hỏa,578967,0
7163,máy làm bánh rán chế biến những gì,donut,502414,0
7164,những gì đang đứng thẳng được sắp xếp thành một hàng,ván lướt sóng,378701,0
7165,những gì kiên nhẫn chờ đợi chủ sở hữu của họ,con chó,565341,0
7166,những gì đang ngồi cạnh bàn phím,chuột,447548,0
7167,hai người phụ nữ cưỡi trên lưng của ai đó những gì,xe máy,392392,0
7168,những gì đỗ ở bên đường,xe máy,473936,0
7169,cái gì quá bẩn thỉu nó có thể không hoạt động nữa,phòng tắm,356351,0
7170,những gì đang nằm trên bề mặt trong ngày,con chim,497117,0
7171,những gì đang bay xuyên qua bầu trời,máy bay,567432,0
7172,hai con ngựa vằn và ăn gì trong một đồng cỏ khô,bãi cỏ,569674,0
7173,"hai người đàn ông trong một hồ bơi cạn nước, một người trên ván trượt, người kia cầm cái gì",ván trượt,358664,0
7174,phương tiện chuyên chở những gì một chiếc xe cổ,xe tải,426372,0
7175,những gì đỗ bên cạnh ga tàu trống,tàu hỏa,402909,0
7176,người phụ nữ với mái tóc ngắn tiêu thụ những gì,chuối,526940,0
7177,cái gì đứng về phía dưa chua và đá bào,sandwich,530146,0
7178,những gì chia tay trên đường băng tại cổng của họ,máy bay,460373,0
7179,những gì đi qua nước,con ngựa,474253,0
7180,những gì di chuyển sang một bên cành cây để ăn rời khỏi các nhánh với thân cây của nó,con voi,508731,0
7181,cái gì đang đỗ trên màn hình phía sau kính,xe máy,401550,0
7182,những gì đang đi qua một khu rừng,gấu,435240,0
7183,những gì ăn cây bụi bằng cách sử dụng thân cây của nó,con voi,512254,0
7184,những gì bên cạnh một con chuột máy tính,máy vi tính,417804,0
7185,những gì trên các bài hát đang chờ hành khách cho chuyến đi tiếp theo của họ,xe lửa,537861,0
7186,"những gì nằm trên bàn, sẵn sàng để được cắt",bánh,405882,0
7187,cái gì ở mặt sau của một chiếc xe màu đỏ,vali,573105,0
7188,những gì đỗ trên đường phố gần một tòa nhà,xe máy,566278,0
7189,con hươu cao cổ đi lang thang xung quanh cái gì và ăn từ máng trên tường,lồng,389721,0
7190,điều gì đang nhìn theo hướng của máy ảnh,con voi,488368,0
7191,cái gì đang dừng trong ga tàu,tàu hỏa,578093,0
7192,đỗ gì ở bên đường,xe ô tô,437859,0
7193,những gì nằm trên tường,cây,557884,0
7194,những gì đang được bán trong cửa hàng trong năm mươi bốn xu,chuối,419867,0
7195,những gì đứng trước một người đàn ông,con dê,569849,0
7196,những gì đứng cạnh nhau trong một ngày nhiều mây,con ngựa,370798,0
7197,những cái đầu là gì trong khi ngồi trên đá,gấu,399921,0
7198,những gì có bóng phản chiếu lên tường,dao,573796,0
7199,kéo những gì với mặt của lớp trên cùng,sandwich,348519,0
7200,cái gì đứng gần hàng rào gần vòi chữa cháy,con bò,334614,0
7201,những gì cùng nhau xuống núi tuyết bao phủ,trượt tuyết,376751,0
7202,cái gì trông giống như họ đang ôm nhau,gấu,532985,0
7203,những gì đang ngồi trước một tv được bật,con chó,407202,0
7204,những gì đang theo sau ba người phụ nữ về phía lối vào của một tòa nhà,con chó,506751,0
7205,người đàn ông không mặc áo nướng là gì,gà,373075,0
7206,cái gì đậu bằng mét đậu xe bị chôn vùi trong tuyết trên một con phố gần các tòa nhà,xe ô tô,352652,0
7207,trên bàn có những bông hoa màu tím,lọ cắm hoa,366630,0
7208,những gì đầy đủ các món ăn và chai,quầy tính tiền,532610,0
7209,những gì nép mình trong rừng được bao quanh bởi những tảng đá,ngựa rằn,449406,0
7210,"những gì nằm ngoài, sẵn sàng tại sân bay",máy bay,477441,0
7211,những gì đang sống với chiếc ghế dài và bàn cà phê,phòng,444207,0
7212,những gì nằm trên cỏ xanh,con cừu,547383,0
7213,những gì bay trong gió phía trên bãi cát,diều,413146,0
7214,những gì đang dính đầu ra khỏi những tảng đá,con ngựa,496081,0
7215,cái gì đang xem một người đàn ông cắt một miếng thức ăn,con chó,419974,0
7216,những gì đang ngồi trên bàn khi một người đàn ông nhìn ra khỏi một cửa sổ,lọ cắm hoa,502063,0
7217,cái gì trên một chồng hộp,máy vi tính,531784,0
7218,những gì đang đứng trong rừng,con chim,453330,0
7219,những gì chứa đầy đồ đạc và bộ cửa kính,phòng,344621,0
7220,những gì trong nước bên cạnh ngân hàng,con chim,442968,0
7221,những gì ngồi trong chiếc bình bên cửa sổ,bông hoa,486573,0
7222,những gì gắn vào tường của một tòa nhà,đồng hồ,555748,0
7223,những gì đang chiếm cảng cát bên cạnh nước,con bò,427865,0
7224,cái gì nằm trên đỉnh tòa nhà gạch,tòa tháp,367452,0
7225,đang ngồi và đứng trên bãi cỏ là gì,con bò,344897,0
7226,những gì đang dần đi xuống dây chuyền lắp ráp,donut,565245,0
7227,những gì giữ một số hoa dại màu đỏ trong một sự sắp xếp đơn giản,lọ cắm hoa,421401,0
7228,những gì đỗ gần bộ cầu thang gạch,xe máy,537611,0
7229,cái gì đang đậu trên cỏ,xe máy,482707,0
7230,những gì mỉm cười từ vòng vây của nó ở sở thú,gấu trúc,490720,0
7231,cái gì đang băng qua đường trong khi một chiếc xe jeep đang đậu đang quan sát,con voi,555472,0
7232,những gì đang nằm cạnh một người trên giường,con mèo,449379,0
7233,những gì ở trong bãi đậu xe,máy bay,567053,0
7234,những gì chăn thả cỏ trong bao vây của họ,ngựa rằn,444982,0
7235,những gì đậu trên đầu của một nhánh cây nâu,con chim,402519,0
7236,cái gì đứng trong tuyết bên trong hàng rào,con chó,359569,0
7237,những gì đang được nấu trong một lò nướng với một cánh cửa rõ ràng,pizza,453317,0
7238,những gì chuyến tàu di chuyển xuống các đường ray bằng một chuyến tàu khác trên một đường đua khác đằng sau nó,tàu,434022,0
7239,những gì đang uống sữa con ngựa vằn lớn ở giữa cánh đồng là gì,ngựa rằn,426075,0
7240,cái gì đang đậu trong nhà để xe,xe tải,346006,0
7241,những gì đang đi bộ xung quanh trong nước,con chim,507766,0
7242,những gì đang ngồi trên ghế xung quanh một cái bàn,gấu,507421,0
